id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_3acd356a_00001A_0000	txt_3acd356a_00001A_0000	message	msg/fld/evt/047.m	0x1A	0	81 75 89 e4 88 a4 97 85 81 49 81 40 82 be 82 a2 82 b6 82 e5 82 a4 82 d4 82 a9 81 49 81 76 03 00	「我愛羅！　だいじょうぶか！」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	32	0	b{CTRL_8200}{CTRL_01F0}{CTRL_8200}{CTRL_82C4}{CTRL_81C9}@いれた！	「ああ　なんとかな・・・」
zh_txt_3acd356a_00004E_0001	txt_3acd356a_00004E_0001	message	msg/fld/evt/047.m	0x4E	1	81 75 82 a0 82 a0 81 40 82 c8 82 f1 82 c6 82 a9 82 c8 81 45 81 45 81 45 81 76 03 00	「ああ　なんとかな・・・」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	28	1	「我愛羅！　だいじょうぶか！」	「こいつらは？」
zh_txt_3acd356a_000080_0002	txt_3acd356a_000080_0002	message	msg/fld/evt/047.m	0x80	2	81 75 82 b1 82 a2 82 c2 82 e7 82 cd 81 48 81 76 03 00	「こいつらは？」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	18	2	「ああ　なんとかな・・・」	「邪気（じゃき）に　そまった　砂の里の　ものたちだ」
zh_txt_3acd356a_0000A8_0003	txt_3acd356a_0000A8_0003	message	msg/fld/evt/047.m	0xA8	3	81 75 8e d7 8b 43 81 69 82 b6 82 e1 82 ab 81 6a 82 c9 81 40 82 bb 82 dc 82 c1 82 bd 81 40 8d bb 82 cc 97 a2 82 cc 81 40 82 e0 82 cc 82 bd 82 bf 82 be 81 76 03 00	「邪気（じゃき）に　そまった　砂の里の　ものたちだ」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	54	3	「こいつらは？」	「このままだと　せかいじゅうの　にんげんが{CTRL_0001}こいつらみたいに　なっちまって」
zh_txt_3acd356a_0000F2_0004	txt_3acd356a_0000F2_0004	message	msg/fld/evt/047.m	0xF2	4	81 75 82 b1 82 cc 82 dc 82 dc 82 be 82 c6 81 40 82 b9 82 a9 82 a2 82 b6 82 e3 82 a4 82 cc 81 40 82 c9 82 f1 82 b0 82 f1 82 aa 01 00 82 b1 82 a2 82 c2 82 e7 82 dd 82 bd 82 a2 82 c9 81 40 82 c8 82 c1 82 bf 82 dc 82 c1 82 c4 81 76 03 00	「このままだと　せかいじゅうの　にんげんが{CTRL_0001}こいつらみたいに　なっちまって」		CTRL_0001	todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	78	4	「邪気（じゃき）に　そまった　砂の里の　ものたちだ」	「・・・めちゃくちゃ　ヤバイじゃん」
zh_txt_3acd356a_00014E_0005	txt_3acd356a_00014E_0005	message	msg/fld/evt/047.m	0x14E	5	81 75 81 45 81 45 81 45 82 df 82 bf 82 e1 82 ad 82 bf 82 e1 81 40 83 84 83 6f 83 43 82 b6 82 e1 82 f1 81 76 03 00	「・・・めちゃくちゃ　ヤバイじゃん」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	38	5	「このままだと　せかいじゅうの　にんげんが{CTRL_0001}こいつらみたいに　なっちまって」	「オレたちも　いっしょに　たたかうってばよ！」
zh_txt_3acd356a_00018A_0006	txt_3acd356a_00018A_0006	message	msg/fld/evt/047.m	0x18A	6	81 75 83 49 83 8c 82 bd 82 bf 82 e0 81 40 82 a2 82 c1 82 b5 82 e5 82 c9 81 40 82 bd 82 bd 82 a9 82 a4 82 c1 82 c4 82 ce 82 e6 81 49 81 76 03 00	「オレたちも　いっしょに　たたかうってばよ！」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	48	6	「・・・めちゃくちゃ　ヤバイじゃん」	「こいつらは　きぜつさせれば　しょうきに　もどる」
zh_txt_3acd356a_0001CE_0007	txt_3acd356a_0001CE_0007	message	msg/fld/evt/047.m	0x1CE	7	81 75 82 b1 82 a2 82 c2 82 e7 82 cd 81 40 82 ab 82 ba 82 c2 82 b3 82 b9 82 ea 82 ce 81 40 82 b5 82 e5 82 a4 82 ab 82 c9 81 40 82 e0 82 c7 82 e9 81 76 03 00	「こいつらは　きぜつさせれば　しょうきに　もどる」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	52	7	「オレたちも　いっしょに　たたかうってばよ！」	「あまり　てあらな　ことは　するなよ」
zh_txt_3acd356a_000204_0008	txt_3acd356a_000204_0008	message	msg/fld/evt/047.m	0x204	8	81 75 82 a0 82 dc 82 e8 81 40 82 c4 82 a0 82 e7 82 c8 81 40 82 b1 82 c6 82 cd 81 40 82 b7 82 e9 82 c8 82 e6 81 76 03 00	「あまり　てあらな　ことは　するなよ」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	40	8	「こいつらは　きぜつさせれば　しょうきに　もどる」	「わかったってばよ！」
zh_txt_3acd356a_000240_0009	txt_3acd356a_000240_0009	message	msg/fld/evt/047.m	0x240	9	81 75 82 ed 82 a9 82 c1 82 bd 82 c1 82 c4 82 ce 82 e6 81 49 81 76 03 00	「わかったってばよ！」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	24	9	「あまり　てあらな　ことは　するなよ」	「チッ　これじゃ　きりが　ないな・・・」
