id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_f5dfebb1_00001A_0000	txt_f5dfebb1_00001A_0000	message	msg/fld/evt/036.m	0x1A	0	81 75 82 c8 82 9f 81 40 83 57 83 43 82 bf 82 e1 82 f1 81 40 97 ec 8f 62 81 69 82 ea 82 a2 82 b6 82 e3 82 a4 81 6a 82 cc 81 40 82 a9 82 aa 82 dd 82 cc 01 00 82 a0 82 e9 82 c6 82 b1 82 eb 82 f0 81 40 82 a8 82 b5 82 a6 82 c4 82 ad 82 ea 82 c1 82 c4 82 ce 82 e6 81 76 03 00	「なぁ　ジイちゃん　霊獣（れいじゅう）の　かがみの{CTRL_0001}あるところを　おしえてくれってばよ」		CTRL_0001	todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	90	0	「とにかく　それまで　わたしたちだけで{CTRL_0001}さがしましょう！」	「ＺＺＺＺＺＺ・・・・・・」
zh_txt_f5dfebb1_00007C_0001	txt_f5dfebb1_00007C_0001	message	msg/fld/evt/036.m	0x7C	1	81 75 82 79 82 79 82 79 82 79 82 79 82 79 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「ＺＺＺＺＺＺ・・・・・・」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	30	1	「なぁ　ジイちゃん　霊獣（れいじゅう）の　かがみの{CTRL_0001}あるところを　おしえてくれってばよ」	「ジイちゃん！　なんとか　いってくれってばよ！！」
zh_txt_f5dfebb1_0000AE_0002	txt_f5dfebb1_0000AE_0002	message	msg/fld/evt/036.m	0xAE	2	81 75 83 57 83 43 82 bf 82 e1 82 f1 81 49 81 40 82 c8 82 f1 82 c6 82 a9 81 40 82 a2 82 c1 82 c4 82 ad 82 ea 82 c1 82 c4 82 ce 82 e6 81 49 81 49 81 76 03 00	「ジイちゃん！　なんとか　いってくれってばよ！！」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	52	2	「ＺＺＺＺＺＺ・・・・・・」	「むにゃ　むにゃ　むにゃ・・・{CTRL_0001}ＺＺＺＺＺＺ・・・・・・」
zh_txt_f5dfebb1_0000EA_0003	txt_f5dfebb1_0000EA_0003	message	msg/fld/evt/036.m	0xEA	3	81 75 82 de 82 c9 82 e1 81 40 82 de 82 c9 82 e1 81 40 82 de 82 c9 82 e1 81 45 81 45 81 45 01 00 82 79 82 79 82 79 82 79 82 79 82 79 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「むにゃ　むにゃ　むにゃ・・・{CTRL_0001}ＺＺＺＺＺＺ・・・・・・」		CTRL_0001	todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	60	3	「ジイちゃん！　なんとか　いってくれってばよ！！」	「ダメだこりゃ・・・　おきそうに　ないな」
zh_txt_f5dfebb1_00013C_0004	txt_f5dfebb1_00013C_0004	message	msg/fld/evt/036.m	0x13C	4	81 75 83 5f 83 81 82 be 82 b1 82 e8 82 e1 81 45 81 45 81 45 81 40 82 a8 82 ab 82 bb 82 a4 82 c9 81 40 82 c8 82 a2 82 c8 81 76 03 00	「ダメだこりゃ・・・　おきそうに　ないな」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	44	4	「むにゃ　むにゃ　むにゃ・・・{CTRL_0001}ＺＺＺＺＺＺ・・・・・・」	「ナルト　もっと　おおきな　こえで{CTRL_0001}おじいさんを　おこしましょ」
zh_txt_f5dfebb1_00017C_0005	txt_f5dfebb1_00017C_0005	message	msg/fld/evt/036.m	0x17C	5	81 75 83 69 83 8b 83 67 81 40 82 e0 82 c1 82 c6 81 40 82 a8 82 a8 82 ab 82 c8 81 40 82 b1 82 a6 82 c5 01 00 82 a8 82 b6 82 a2 82 b3 82 f1 82 f0 81 40 82 a8 82 b1 82 b5 82 dc 82 b5 82 e5 81 76 03 00	「ナルト　もっと　おおきな　こえで{CTRL_0001}おじいさんを　おこしましょ」		CTRL_0001	todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	66	5	「ダメだこりゃ・・・　おきそうに　ないな」	マイクにむかって　よびかけろ！！
zh_txt_f5dfebb1_0001C6_0006	txt_f5dfebb1_0001C6_0006	message	msg/fld/evt/036.m	0x1C6	6	83 7d 83 43 83 4e 82 c9 82 de 82 a9 82 c1 82 c4 81 40 82 e6 82 d1 82 a9 82 af 82 eb 81 49 81 49	マイクにむかって　よびかけろ！！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	32	6	「ナルト　もっと　おおきな　こえで{CTRL_0001}おじいさんを　おこしましょ」	「よぉし！　もっと　{CTRL_0103}{CTRL_0002}でかいこえで{CTRL_0001}ジイちゃんに　よびかける{CTRL_0103}{CTRL_0000}ってばよ！！」
zh_txt_f5dfebb1_0001FC_0007	txt_f5dfebb1_0001FC_0007	message	msg/fld/evt/036.m	0x1FC	7	81 75 82 e6 82 a7 82 b5 81 49 81 40 82 e0 82 c1 82 c6 81 40 03 01 02 00 82 c5 82 a9 82 a2 82 b1 82 a6 82 c5 01 00 83 57 83 43 82 bf 82 e1 82 f1 82 c9 81 40 82 e6 82 d1 82 a9 82 af 82 e9 03 01 00 00 82 c1 82 c4 82 ce 82 e6 81 49 81 49 81 76 03 00	「よぉし！　もっと　{CTRL_0103}{CTRL_0002}でかいこえで{CTRL_0001}ジイちゃんに　よびかける{CTRL_0103}{CTRL_0000}ってばよ！！」		CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	82	7	マイクにむかって　よびかけろ！！	「・・・ぜんぜん　きこえてねェみてーだな」
zh_txt_f5dfebb1_000264_0008	txt_f5dfebb1_000264_0008	message	msg/fld/evt/036.m	0x264	8	81 75 81 45 81 45 81 45 82 ba 82 f1 82 ba 82 f1 81 40 82 ab 82 b1 82 a6 82 c4 82 cb 83 46 82 dd 82 c4 81 5b 82 be 82 c8 81 76 03 00	「・・・ぜんぜん　きこえてねェみてーだな」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	44	8	「よぉし！　もっと　{CTRL_0103}{CTRL_0002}でかいこえで{CTRL_0001}ジイちゃんに　よびかける{CTRL_0103}{CTRL_0000}ってばよ！！」	「まだまだ　こんなもんじゃないってばよ！！」
zh_txt_f5dfebb1_0002A4_0009	txt_f5dfebb1_0002A4_0009	message	msg/fld/evt/036.m	0x2A4	9	81 75 82 dc 82 be 82 dc 82 be 81 40 82 b1 82 f1 82 c8 82 e0 82 f1 82 b6 82 e1 82 c8 82 a2 82 c1 82 c4 82 ce 82 e6 81 49 81 49 81 76 03 00	「まだまだ　こんなもんじゃないってばよ！！」			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	46	9	「・・・ぜんぜん　きこえてねェみてーだな」	「めんどくせーなぁ　・・・おい　チョウジ！！」
