id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_f3df8531_000008_0000	txt_f3df8531_000008_0000	message	msg/menu/item_menu_msg.msg	0x8	0	82 c4 82 c9 82 a2 82 ea 82 bd 81 40 82 c7 82 a4 82 ae 82 f0 81 40 82 c2 82 a9 82 a2 82 dc 82 b7 00 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 40 82 c7 82 a4 82 ae 82 e2 81 40 82 bb 82 a4 82 d1 82 d0 82 f1 82 f0 81 40 82 dd 82 e9 82 b1 82 c6 82 aa 82 c5 82 ab 82 dc 82 b7 00 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 40 82 be 82 a2 82 b6 82 c8 82 e0 82 cc 82 f0 81 40 82 dd 82 e9 82 b1 82 c6 82 aa 82 c5 82 ab 82 dc 82 b7 00 00 00 00	てにいれた　どうぐを　つかいます{CTRL_0000}てにいれた　どうぐや　そうびひんを　みることができます{CTRL_0000}てにいれた　だいじなものを　みることができます		CTRL_0000 CTRL_0000	todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	140	0	このキャラクターの　そうびは　へんこうできません！	ここでは　つかえません！
zh_txt_f3df8531_000096_0001	txt_f3df8531_000096_0001	message	msg/menu/item_menu_msg.msg	0x96	1	82 b1 82 b1 82 c5 82 cd 81 40 82 c2 82 a9 82 a6 82 dc 82 b9 82 f1 81 49 03 00	ここでは　つかえません！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	26	1	てにいれた　どうぐを　つかいます{CTRL_0000}てにいれた　どうぐや　そうびひんを　みることができます{CTRL_0000}てにいれた　だいじなものを　みることができます	だれに　つかいますか？
zh_txt_f3df8531_0000B4_0002	txt_f3df8531_0000B4_0002	message	msg/menu/item_menu_msg.msg	0xB4	2	82 be 82 ea 82 c9 81 40 82 c2 82 a9 82 a2 82 dc 82 b7 82 a9 81 48 03 00	だれに　つかいますか？			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	24	2	ここでは　つかえません！	こうかが　ありません
zh_txt_f3df8531_0000D0_0003	txt_f3df8531_0000D0_0003	message	msg/menu/item_menu_msg.msg	0xD0	3	82 b1 82 a4 82 a9 82 aa 81 40 82 a0 82 e8 82 dc 82 b9 82 f1 03 00	こうかが　ありません			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	22	3	だれに　つかいますか？	しばらく　てきと　そうぐうしなくなった！
zh_txt_f3df8531_0000EA_0004	txt_f3df8531_0000EA_0004	message	msg/menu/item_menu_msg.msg	0xEA	4	82 b5 82 ce 82 e7 82 ad 81 40 82 c4 82 ab 82 c6 81 40 82 bb 82 a4 82 ae 82 a4 82 b5 82 c8 82 ad 82 c8 82 c1 82 bd 81 49 03 00	しばらく　てきと　そうぐうしなくなった！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	42	4	こうかが　ありません	サスケが　なかまになった！
zh_txt_f3df8531_000118_0005	txt_f3df8531_000118_0005	message	msg/menu/item_menu_msg.msg	0x118	5	83 54 83 58 83 50 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 82 c8 82 c1 82 bd 81 49 03 00	サスケが　なかまになった！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	28	5	しばらく　てきと　そうぐうしなくなった！	ガアラが　なかまになった！
zh_txt_f3df8531_000138_0006	txt_f3df8531_000138_0006	message	msg/menu/item_menu_msg.msg	0x138	6	83 4b 83 41 83 89 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 82 c8 82 c1 82 bd 81 49 03 00	ガアラが　なかまになった！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	28	6	サスケが　なかまになった！	テマリが　なかまになった！
zh_txt_f3df8531_000158_0007	txt_f3df8531_000158_0007	message	msg/menu/item_menu_msg.msg	0x158	7	83 65 83 7d 83 8a 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 82 c8 82 c1 82 bd 81 49 03 00	テマリが　なかまになった！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	28	7	ガアラが　なかまになった！	カンクロウが　なかまになった！
zh_txt_f3df8531_000178_0008	txt_f3df8531_000178_0008	message	msg/menu/item_menu_msg.msg	0x178	8	83 4a 83 93 83 4e 83 8d 83 45 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 82 c8 82 c1 82 bd 81 49 03 00	カンクロウが　なかまになった！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	32	8	テマリが　なかまになった！	じらいやが　なかまになった！
zh_txt_f3df8531_00019C_0009	txt_f3df8531_00019C_0009	message	msg/menu/item_menu_msg.msg	0x19C	9	82 b6 82 e7 82 a2 82 e2 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 82 c8 82 c1 82 bd 81 49 03 00	じらいやが　なかまになった！			todo_candidate_boundary	unknown	yes		candidate dump; confirm boundary/control codes before baseline freeze	30	9	カンクロウが　なかまになった！	ツナデが　なかまになった！
