id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_62d09d91_000008_0000	txt_62d09d91_000008_0000	message	msg/fld/003.m	0x8	0	81 75 82 d6 82 a2 81 49 81 40 82 e7 82 c1 82 b5 82 e1 82 a2 81 49 81 76 03 00	「へい！　らっしゃい！」			pending_translation	unknown	yes			26	0	はい{CTRL_0001}いいえ{CTRL_0006}{CTRL_0000}{CTRL_0008}{CTRL_0000}Z{CTRL_0000}{CTRL_EC00}{CTRL_0000}{CTRL_5C00}{CTRL_0001}{CTRL_4200}	「こんなときだからって　みせは　しめねぇぜ！{CTRL_0001}１ぱい　くってくかい？」
zh_txt_62d09d91_000026_0001	txt_62d09d91_000026_0001	message	msg/fld/003.m	0x26	1	81 75 82 b1 82 f1 82 c8 82 c6 82 ab 82 be 82 a9 82 e7 82 c1 82 c4 81 40 82 dd 82 b9 82 cd 81 40 82 b5 82 df 82 cb 82 a5 82 ba 81 49 01 00 82 50 82 cf 82 a2 81 40 82 ad 82 c1 82 c4 82 ad 82 a9 82 a2 81 48 81 76 03 00	「こんなときだからって　みせは　しめねぇぜ！{CTRL_0001}１ぱい　くってくかい？」		CTRL_0001	pending_translation	unknown	yes			72	1	「へい！　らっしゃい！」	「へい！　らっしゃい！{CTRL_0001}やっと　ふつうに　えいぎょうできるぜ！」
zh_txt_62d09d91_000072_0002	txt_62d09d91_000072_0002	message	msg/fld/003.m	0x72	2	81 75 82 d6 82 a2 81 49 81 40 82 e7 82 c1 82 b5 82 e1 82 a2 81 49 01 00 82 e2 82 c1 82 c6 81 40 82 d3 82 c2 82 a4 82 c9 81 40 82 a6 82 a2 82 ac 82 e5 82 a4 82 c5 82 ab 82 e9 82 ba 81 49 81 76 03 00	「へい！　らっしゃい！{CTRL_0001}やっと　ふつうに　えいぎょうできるぜ！」		CTRL_0001	pending_translation	unknown	yes			66	2	「こんなときだからって　みせは　しめねぇぜ！{CTRL_0001}１ぱい　くってくかい？」	「これも　すべて　あんたらの　おかげだ！{CTRL_0001}ありがとうよ！」
zh_txt_62d09d91_0000B6_0003	txt_62d09d91_0000B6_0003	message	msg/fld/003.m	0xB6	3	81 75 82 b1 82 ea 82 e0 81 40 82 b7 82 d7 82 c4 81 40 82 a0 82 f1 82 bd 82 e7 82 cc 81 40 82 a8 82 a9 82 b0 82 be 81 49 01 00 82 a0 82 e8 82 aa 82 c6 82 a4 82 e6 81 49 81 76 03 00	「これも　すべて　あんたらの　おかげだ！{CTRL_0001}ありがとうよ！」		CTRL_0001	pending_translation	unknown	yes			60	3	「へい！　らっしゃい！{CTRL_0001}やっと　ふつうに　えいぎょうできるぜ！」	「プハァ！　おやじィ！！{CTRL_0001}もう１ぱい　たのむ！！！！」
zh_txt_62d09d91_0000F6_0004	txt_62d09d91_0000F6_0004	message	msg/fld/003.m	0xF6	4	81 75 83 76 83 6e 83 40 81 49 81 40 82 a8 82 e2 82 b6 83 42 81 49 81 49 01 00 82 e0 82 a4 82 50 82 cf 82 a2 81 40 82 bd 82 cc 82 de 81 49 81 49 81 49 81 49 81 76 03 00	「プハァ！　おやじィ！！{CTRL_0001}もう１ぱい　たのむ！！！！」		CTRL_0001	pending_translation	unknown	yes			56	4	「これも　すべて　あんたらの　おかげだ！{CTRL_0001}ありがとうよ！」	「どんなことが　あろうと　ラーメン一楽（いちらく）が{CTRL_0001}えいぎょうしている　かぎり　オレは　ここに　くるぜ！」
zh_txt_62d09d91_000132_0005	txt_62d09d91_000132_0005	message	msg/fld/003.m	0x132	5	81 75 82 c7 82 f1 82 c8 82 b1 82 c6 82 aa 81 40 82 a0 82 eb 82 a4 82 c6 81 40 83 89 81 5b 83 81 83 93 88 ea 8a 79 81 69 82 a2 82 bf 82 e7 82 ad 81 6a 82 aa 01 00 82 a6 82 a2 82 ac 82 e5 82 a4 82 b5 82 c4 82 a2 82 e9 81 40 82 a9 82 ac 82 e8 81 40 83 49 83 8c 82 cd 81 40 82 b1 82 b1 82 c9 81 40 82 ad 82 e9 82 ba 81 49 81 76 03 00	「どんなことが　あろうと　ラーメン一楽（いちらく）が{CTRL_0001}えいぎょうしている　かぎり　オレは　ここに　くるぜ！」		CTRL_0001	pending_translation	unknown	yes			110	5	「プハァ！　おやじィ！！{CTRL_0001}もう１ぱい　たのむ！！！！」	「どんなときも　かわらぬ　あじで　だしつづける・・・{CTRL_0001}テウチの　おっさんは　やっぱ　すげぇぜ！」
zh_txt_62d09d91_0001A4_0006	txt_62d09d91_0001A4_0006	message	msg/fld/003.m	0x1A4	6	81 75 82 c7 82 f1 82 c8 82 c6 82 ab 82 e0 81 40 82 a9 82 ed 82 e7 82 ca 81 40 82 a0 82 b6 82 c5 81 40 82 be 82 b5 82 c2 82 c3 82 af 82 e9 81 45 81 45 81 45 01 00 83 65 83 45 83 60 82 cc 81 40 82 a8 82 c1 82 b3 82 f1 82 cd 81 40 82 e2 82 c1 82 cf 81 40 82 b7 82 b0 82 a5 82 ba 81 49 81 76 03 00	「どんなときも　かわらぬ　あじで　だしつづける・・・{CTRL_0001}テウチの　おっさんは　やっぱ　すげぇぜ！」		CTRL_0001	pending_translation	unknown	yes			98	6	「どんなことが　あろうと　ラーメン一楽（いちらく）が{CTRL_0001}えいぎょうしている　かぎり　オレは　ここに　くるぜ！」	「うっ・・・・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」
zh_txt_62d09d91_00020A_0007	txt_62d09d91_00020A_0007	message	msg/fld/003.m	0x20A	7	81 75 82 a4 82 c1 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 01 00 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「うっ・・・・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」		CTRL_0001	pending_translation	unknown	yes			108	7	「どんなときも　かわらぬ　あじで　だしつづける・・・{CTRL_0001}テウチの　おっさんは　やっぱ　すげぇぜ！」	「うまい！！！！！！！！！！！！」
zh_txt_62d09d91_000278_0008	txt_62d09d91_000278_0008	message	msg/fld/003.m	0x278	8	81 75 82 a4 82 dc 82 a2 81 49 81 49 81 49 81 49 81 49 81 49 81 49 81 49 81 49 81 49 81 49 81 49 81 76 03 00	「うまい！！！！！！！！！！！！」			pending_translation	unknown	yes			36	8	「うっ・・・・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」	「ぐぅぅぅ・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」
zh_txt_62d09d91_0002A0_0009	txt_62d09d91_0002A0_0009	message	msg/fld/003.m	0x2A0	9	81 75 82 ae 82 a3 82 a3 82 a3 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 01 00 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「ぐぅぅぅ・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」		CTRL_0001	pending_translation	unknown	yes			106	9	「うまい！！！！！！！！！！！！」	「ぐ　がうまい！！！！」
zh_txt_62d09d91_00030C_0010	txt_62d09d91_00030C_0010	message	msg/fld/003.m	0x30C	10	81 75 82 ae 81 40 82 aa 82 a4 82 dc 82 a2 81 49 81 49 81 49 81 49 81 76 03 00	「ぐ　がうまい！！！！」			pending_translation	unknown	yes			26	10	「ぐぅぅぅ・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」	「みっ・・・・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」
zh_txt_62d09d91_00032A_0011	txt_62d09d91_00032A_0011	message	msg/fld/003.m	0x32A	11	81 75 82 dd 82 c1 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 01 00 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「みっ・・・・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」		CTRL_0001	pending_translation	unknown	yes			108	11	「ぐ　がうまい！！！！」	「み　みずをくれ・・・・・・！！」
zh_txt_62d09d91_000398_0012	txt_62d09d91_000398_0012	message	msg/fld/003.m	0x398	12	81 75 82 dd 81 40 82 dd 82 b8 82 f0 82 ad 82 ea 81 45 81 45 81 45 81 45 81 45 81 45 81 49 81 49 81 76 03 00	「み　みずをくれ・・・・・・！！」			pending_translation	unknown	yes			36	12	「みっ・・・・・・・・・・・・・・・・・・・・・・・・{CTRL_0001}・・・・・・・・・・・・・・・・・・・・・・・・」	「あっ・・・　どうも　こんにちは！」
