id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_304f89b4_000014_0000	txt_304f89b4_000014_0000	message	msg/btl/026.m	0x14	0	81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 82 b0 82 f1 82 b3 82 ad 01 00 01 00 03 01 00 00 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 81 40 8a dd 96 7b 90 c4 8e 6a 01 00 01 00 03 01 00 00 81 40 81 40 81 40 81 5d 8f 57 89 70 8e d0 81 75 8f 54 8a a7 8f ad 94 4e 83 57 83 83 83 93 83 76 81 76 82 ea 82 f1 82 b3 82 a2 81 5d	　　　　　　　　　　げんさく{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　　　　　　岸本斉史{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　‐集英社「週刊少年ジャンプ」れんさい‐		CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			116	0	@{CTRL_8100}uククク・・・　すばらしい　チカラだ・・・・・・」{CTRL_0001}「きさまらごときに　わたしを　とめることは　できん」{CTRL_0001}「このばで　きえさるが　よい・・・」	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　うずまきナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たけうち　じゅんこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　春野サクラ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　なかむら　ちえ
zh_txt_304f89b4_000094_0001	txt_304f89b4_000094_0001	message	msg/btl/026.m	0x94	1	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 82 a4 82 b8 82 dc 82 ab 83 69 83 8b 83 67 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 bd 82 af 82 a4 82 bf 81 40 82 b6 82 e3 82 f1 82 b1 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 8f 74 96 ec 83 54 83 4e 83 89 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 c8 82 a9 82 de 82 e7 81 40 82 bf 82 a6	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　うずまきナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たけうち　じゅんこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　春野サクラ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　なかむら　ちえ		CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			134	1	　　　　　　　　　　げんさく{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　　　　　　岸本斉史{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　‐集英社「週刊少年ジャンプ」れんさい‐	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　奈良シカマル{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　もりくぼ　しょうたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　秋道チョウジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いとう　けんたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　山中いの{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ゆずき　りょうか
zh_txt_304f89b4_000126_0002	txt_304f89b4_000126_0002	message	msg/btl/026.m	0x126	2	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67 01 00 03 01 02 00 81 40 81 40 81 40 81 40 93 de 97 c7 83 56 83 4a 83 7d 83 8b 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 e0 82 e8 82 ad 82 da 81 40 82 b5 82 e5 82 a4 82 bd 82 eb 82 a4 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 8f 48 93 b9 83 60 83 87 83 45 83 57 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 a2 82 c6 82 a4 81 40 82 af 82 f1 82 bd 82 eb 82 a4 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 8e 52 92 86 82 a2 82 cc 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 e4 82 b8 82 ab 81 40 82 e8 82 e5 82 a4 82 a9	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　奈良シカマル{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　もりくぼ　しょうたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　秋道チョウジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いとう　けんたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　山中いの{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ゆずき　りょうか		CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			194	2	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　うずまきナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たけうち　じゅんこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　春野サクラ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　なかむら　ちえ	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　犬塚キバ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とりうみ　こうすけ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ヒナタ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　みずき　なな{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　油女シノ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かわだ　しんじ
zh_txt_304f89b4_0001F4_0003	txt_304f89b4_0001F4_0003	message	msg/btl/026.m	0x1F4	3	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67 01 00 03 01 02 00 81 40 81 40 81 40 81 40 8c a2 92 cb 83 4c 83 6f 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 c6 82 e8 82 a4 82 dd 81 40 82 b1 82 a4 82 b7 82 af 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 93 fa 8c fc 83 71 83 69 83 5e 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 dd 82 b8 82 ab 81 40 82 c8 82 c8 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 96 fb 8f 97 83 56 83 6d 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 a9 82 ed 82 be 81 40 82 b5 82 f1 82 b6	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　犬塚キバ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とりうみ　こうすけ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ヒナタ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　みずき　なな{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　油女シノ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かわだ　しんじ		CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			176	3	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　奈良シカマル{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　もりくぼ　しょうたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　秋道チョウジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いとう　けんたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　山中いの{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ゆずき　りょうか	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　ロック・リー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ますかわ　よういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ネジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とおちか　こういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テンテン{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たむら　ゆかり
zh_txt_304f89b4_0002B0_0004	txt_304f89b4_0002B0_0004	message	msg/btl/026.m	0x2B0	4	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67 01 00 03 01 02 00 81 40 81 40 81 40 81 40 83 8d 83 62 83 4e 81 45 83 8a 81 5b 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 dc 82 b7 82 a9 82 ed 81 40 82 e6 82 a4 82 a2 82 bf 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 93 fa 8c fc 83 6c 83 57 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 c6 82 a8 82 bf 82 a9 81 40 82 b1 82 a4 82 a2 82 bf 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 83 65 83 93 83 65 83 93 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 bd 82 de 82 e7 81 40 82 e4 82 a9 82 e8	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　ロック・リー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ますかわ　よういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ネジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とおちか　こういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テンテン{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たむら　ゆかり		CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			184	4	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　犬塚キバ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とりうみ　こうすけ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ヒナタ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　みずき　なな{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　油女シノ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かわだ　しんじ	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　我愛羅{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いしだ　あきら{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テマリ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ぱく　ろみ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　カンクロウ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かせ　やすゆき
zh_txt_304f89b4_000374_0005	txt_304f89b4_000374_0005	message	msg/btl/026.m	0x374	5	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67 01 00 03 01 02 00 81 40 81 40 81 40 81 40 89 e4 88 a4 97 85 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 a2 82 b5 82 be 81 40 82 a0 82 ab 82 e7 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 83 65 83 7d 83 8a 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 cf 82 ad 81 40 82 eb 82 dd 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 83 4a 83 93 83 4e 83 8d 83 45 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 a9 82 b9 81 40 82 e2 82 b7 82 e4 82 ab	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　我愛羅{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いしだ　あきら{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テマリ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ぱく　ろみ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　カンクロウ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かせ　やすゆき		CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			166	5	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　ロック・リー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ますかわ　よういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ネジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とおちか　こういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テンテン{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たむら　ゆかり	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　はたけカカシ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いのうえ　かずひこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　マイト・ガイ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　えばら　まさし
zh_txt_304f89b4_000426_0006	txt_304f89b4_000426_0006	message	msg/btl/026.m	0x426	6	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 82 cd 82 bd 82 af 83 4a 83 4a 83 56 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 a2 82 cc 82 a4 82 a6 81 40 82 a9 82 b8 82 d0 82 b1 01 00 01 00 03 01 02 00 81 40 81 40 81 40 81 40 83 7d 83 43 83 67 81 45 83 4b 83 43 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 a6 82 ce 82 e7 81 40 82 dc 82 b3 82 b5	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　はたけカカシ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いのうえ　かずひこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　マイト・ガイ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　えばら　まさし		CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000 CTRL_0001 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			134	6	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　我愛羅{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いしだ　あきら{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テマリ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ぱく　ろみ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　カンクロウ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かせ　やすゆき	　　　　　キャスト
zh_txt_304f89b4_0004B8_0007	txt_304f89b4_0004B8_0007	message	msg/btl/026.m	0x4B8	7	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67	　　　　　キャスト			pending_translation	unknown	yes			18	7	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　はたけカカシ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いのうえ　かずひこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　マイト・ガイ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　えばら　まさし	　　　　ギャルナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　こぐれ　えま
zh_txt_304f89b4_0004D4_0008	txt_304f89b4_0004D4_0008	message	msg/btl/026.m	0x4D4	8	81 40 81 40 81 40 81 40 83 4d 83 83 83 8b 83 69 83 8b 83 67 01 00 03 01 00 00 81 40 81 40 81 40 81 40 82 b1 82 ae 82 ea 81 40 82 a6 82 dc	　　　　ギャルナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　こぐれ　えま		CTRL_0001 CTRL_0103 CTRL_0000	pending_translation	unknown	yes			46	8	　　　　　キャスト	　　　　　キャスト
zh_txt_304f89b4_00050E_0009	txt_304f89b4_00050E_0009	message	msg/btl/026.m	0x50E	9	81 40 81 40 81 40 81 40 81 40 83 4c 83 83 83 58 83 67	　　　　　キャスト			pending_translation	unknown	yes			18	9	　　　　ギャルナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　こぐれ　えま	　　　　うみのイルカ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　せき　としひこ
