id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_f6ebe60b_000008_0000	txt_f6ebe60b_000008_0000	message	msg/fld/021.m	0x8	0	81 75 82 ad 82 dd 82 c4 82 c9 81 40 82 a9 82 c2 82 c6 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 aa 81 40 82 e0 82 e7 82 a6 82 e9 82 bc 81 49 01 00 03 01 02 00 82 ad 82 dd 82 c4 81 40 82 b0 82 f1 82 c4 82 a2 82 ad 82 dd 82 c4 03 01 00 00 82 c5 82 cd 81 76 03 00	「くみてに　かつと　ほうしゅうが　もらえるぞ！{CTRL_0001}{CTRL_0103}{CTRL_0002}くみて　げんていくみて{CTRL_0103}{CTRL_0000}では」	「参加对战并获胜就能获得报酬！{CTRL_0001}{CTRL_0103}{CTRL_0002}对战 限定对战{CTRL_0103}{CTRL_0000}的话」   	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	translated_aligned	tight	yes			86	0	「里のなかは　あんぜんだが{CTRL_0001}そとは　いったい　どうなっているんだ・・・」	「せんとうランクに　よって{CTRL_0001}もらえる　ほうしゅうが　かわるぞ！」
zh_txt_f6ebe60b_000060_0001	txt_f6ebe60b_000060_0001	message	msg/fld/021.m	0x60	1	81 75 82 b9 82 f1 82 c6 82 a4 83 89 83 93 83 4e 82 c9 81 40 82 e6 82 c1 82 c4 01 00 82 e0 82 e7 82 a6 82 e9 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 aa 81 40 82 a9 82 ed 82 e9 82 bc 81 49 81 76 03 00	「せんとうランクに　よって{CTRL_0001}もらえる　ほうしゅうが　かわるぞ！」	「根据战斗等级{CTRL_0001}获得的报酬会变化！」             	CTRL_0001	translated_aligned	ok	yes			66	1	「くみてに　かつと　ほうしゅうが　もらえるぞ！{CTRL_0001}{CTRL_0103}{CTRL_0002}くみて　げんていくみて{CTRL_0103}{CTRL_0000}では」	「つぎに　{CTRL_0103}{CTRL_0002}サバイバルくみて{CTRL_0103}{CTRL_0000}だが{CTRL_0001}サバイバルくみては　かちぬきすうに　よって」
zh_txt_f6ebe60b_0000A4_0002	txt_f6ebe60b_0000A4_0002	message	msg/fld/021.m	0xA4	2	81 75 82 c2 82 ac 82 c9 81 40 03 01 02 00 83 54 83 6f 83 43 83 6f 83 8b 82 ad 82 dd 82 c4 03 01 00 00 82 be 82 aa 01 00 83 54 83 6f 83 43 83 6f 83 8b 82 ad 82 dd 82 c4 82 cd 81 40 82 a9 82 bf 82 ca 82 ab 82 b7 82 a4 82 c9 81 40 82 e6 82 c1 82 c4 81 76 03 00	「つぎに　{CTRL_0103}{CTRL_0002}サバイバルくみて{CTRL_0103}{CTRL_0000}だが{CTRL_0001}サバイバルくみては　かちぬきすうに　よって」	「接下来是{CTRL_0103}{CTRL_0002}生存对战{CTRL_0103}{CTRL_0000}，{CTRL_0001}生存对战会根据获胜次数」          	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	translated_aligned	ok	yes			86	2	「せんとうランクに　よって{CTRL_0001}もらえる　ほうしゅうが　かわるぞ！」	「もらえる　ほうしゅうが　かわるぞ！」
zh_txt_f6ebe60b_0000FC_0003	txt_f6ebe60b_0000FC_0003	message	msg/fld/021.m	0xFC	3	81 75 82 e0 82 e7 82 a6 82 e9 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 aa 81 40 82 a9 82 ed 82 e9 82 bc 81 49 81 76 03 00	「もらえる　ほうしゅうが　かわるぞ！」	「获得的报酬会变化！」       		translated_aligned	ok	yes			40	3	「つぎに　{CTRL_0103}{CTRL_0002}サバイバルくみて{CTRL_0103}{CTRL_0000}だが{CTRL_0001}サバイバルくみては　かちぬきすうに　よって」	「よりおおく　かちぬくと{CTRL_0001}いいものが　もらえるってわけだ！」
zh_txt_f6ebe60b_000126_0004	txt_f6ebe60b_000126_0004	message	msg/fld/021.m	0x126	4	81 75 82 e6 82 e8 82 a8 82 a8 82 ad 81 40 82 a9 82 bf 82 ca 82 ad 82 c6 01 00 82 a2 82 a2 82 e0 82 cc 82 aa 81 40 82 e0 82 e7 82 a6 82 e9 82 c1 82 c4 82 ed 82 af 82 be 81 49 81 76 03 00	「よりおおく　かちぬくと{CTRL_0001}いいものが　もらえるってわけだ！」	「获胜越多{CTRL_0001}就能拿到好东西哦！」               	CTRL_0001	translated_aligned	ok	yes			62	4	「もらえる　ほうしゅうが　かわるぞ！」	:{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3A00}{CTRL_8100}uここは　{CTRL_0103}{CTRL_0002}くみてどうじょう{CTRL_0103}{CTRL_0000}だ！{CTRL_0001}なにを　おこないたいんだ？」
zh_txt_f6ebe60b_000170_0005	txt_f6ebe60b_000170_0005	message	msg/fld/021.m	0x170	5	3a 00 00 00 02 02 00 00 3a 00 81 75 82 b1 82 b1 82 cd 81 40 03 01 02 00 82 ad 82 dd 82 c4 82 c7 82 a4 82 b6 82 e5 82 a4 03 01 00 00 82 be 81 49 01 00 82 c8 82 c9 82 f0 81 40 82 a8 82 b1 82 c8 82 a2 82 bd 82 a2 82 f1 82 be 81 48 81 76 03 00	:{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3A00}{CTRL_8100}uここは　{CTRL_0103}{CTRL_0002}くみてどうじょう{CTRL_0103}{CTRL_0000}だ！{CTRL_0001}なにを　おこないたいんだ？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3A00}{CTRL_8100}「这里是{CTRL_0103}{CTRL_0002}对战道场{CTRL_0103}{CTRL_0000}！{CTRL_0001}你想做什么？」            	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3A00 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	translated_aligned	ok	yes			80	5	「よりおおく　かちぬくと{CTRL_0001}いいものが　もらえるってわけだ！」	8{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}uつよい　あいてに　かつためには{CTRL_0001}じぶんの　つよさだけじゃ　ダメよ」
zh_txt_f6ebe60b_0001CA_0006	txt_f6ebe60b_0001CA_0006	message	msg/fld/021.m	0x1CA	6	38 00 00 00 02 02 00 00 38 00 81 75 82 c2 82 e6 82 a2 81 40 82 a0 82 a2 82 c4 82 c9 81 40 82 a9 82 c2 82 bd 82 df 82 c9 82 cd 01 00 82 b6 82 d4 82 f1 82 cc 81 40 82 c2 82 e6 82 b3 82 be 82 af 82 b6 82 e1 81 40 83 5f 83 81 82 e6 81 76 03 00	8{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}uつよい　あいてに　かつためには{CTRL_0001}じぶんの　つよさだけじゃ　ダメよ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}「想要战胜强大的对手{CTRL_0001}光靠自己的实力可不行哦」  	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3800 CTRL_8100 CTRL_0001	translated_aligned	tight	yes			80	6	:{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3A00}{CTRL_8100}uここは　{CTRL_0103}{CTRL_0002}くみてどうじょう{CTRL_0103}{CTRL_0000}だ！{CTRL_0001}なにを　おこないたいんだ？」	「つねに　チームワークを　いしきすることね」
zh_txt_f6ebe60b_00021C_0007	txt_f6ebe60b_00021C_0007	message	msg/fld/021.m	0x21C	7	81 75 82 c2 82 cb 82 c9 81 40 83 60 81 5b 83 80 83 8f 81 5b 83 4e 82 f0 81 40 82 a2 82 b5 82 ab 82 b7 82 e9 82 b1 82 c6 82 cb 81 76 03 00	「つねに　チームワークを　いしきすることね」	「要时刻注意团队合作」             		translated_aligned	ok	yes			46	7	8{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}uつよい　あいてに　かつためには{CTRL_0001}じぶんの　つよさだけじゃ　ダメよ」	8{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}uくみてで　じつりょくが　ついたら{CTRL_0001}つうしんたいせんで　たいせんしてみると　いいわ」
zh_txt_f6ebe60b_000256_0008	txt_f6ebe60b_000256_0008	message	msg/fld/021.m	0x256	8	38 00 00 00 02 02 00 00 38 00 81 75 82 ad 82 dd 82 c4 82 c5 81 40 82 b6 82 c2 82 e8 82 e5 82 ad 82 aa 81 40 82 c2 82 a2 82 bd 82 e7 01 00 82 c2 82 a4 82 b5 82 f1 82 bd 82 a2 82 b9 82 f1 82 c5 81 40 82 bd 82 a2 82 b9 82 f1 82 b5 82 c4 82 dd 82 e9 82 c6 81 40 82 a2 82 a2 82 ed 81 76 03 00	8{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}uくみてで　じつりょくが　ついたら{CTRL_0001}つうしんたいせんで　たいせんしてみると　いいわ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}「在对战中积累实力后{CTRL_0001}可以试试通信对战哦」                        	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3800 CTRL_8100 CTRL_0001	translated_aligned	ok	yes			96	8	「つねに　チームワークを　いしきすることね」	「きっと　さらに　じぶんを{CTRL_0001}きたえることが　できると　おもうわ」
zh_txt_f6ebe60b_0002B8_0009	txt_f6ebe60b_0002B8_0009	message	msg/fld/021.m	0x2B8	9	81 75 82 ab 82 c1 82 c6 81 40 82 b3 82 e7 82 c9 81 40 82 b6 82 d4 82 f1 82 f0 01 00 82 ab 82 bd 82 a6 82 e9 82 b1 82 c6 82 aa 81 40 82 c5 82 ab 82 e9 82 c6 81 40 82 a8 82 e0 82 a4 82 ed 81 76 03 00	「きっと　さらに　じぶんを{CTRL_0001}きたえることが　できると　おもうわ」	「我想这样一定{CTRL_0001}能进一步锻炼自己」                	CTRL_0001	translated_aligned	ok	yes			66	9	8{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3800}{CTRL_8100}uくみてで　じつりょくが　ついたら{CTRL_0001}つうしんたいせんで　たいせんしてみると　いいわ」	「サバイバルくみてには　ちょうせんして　みたか？」
