id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_73c843aa_00001A_0000	txt_73c843aa_00001A_0000	message	msg/fld/evt/022.m	0x1A	0	81 75 83 4c 83 6f 81 49 81 40 83 56 83 6d 81 49 81 40 82 be 82 a2 82 b6 82 e5 82 a4 82 d4 82 a9 81 49 81 48 81 76 03 00	「キバ！　シノ！　だいじょうぶか！？」	牙！志乃！还好吗！？          		translated_aligned	ok	yes			40	0	やるってばよ！」	「う～ん・・・　あれ　ナルト・・・？」
zh_txt_73c843aa_000058_0001	txt_73c843aa_000058_0001	message	msg/fld/evt/022.m	0x58	1	81 75 82 a4 81 60 82 f1 81 45 81 45 81 45 81 40 82 a0 82 ea 81 40 83 69 83 8b 83 67 81 45 81 45 81 45 81 48 81 76 03 00	「う～ん・・・　あれ　ナルト・・・？」	嗯… 咦，是鸣人？               		translated_aligned	ok	yes			40	1	「キバ！　シノ！　だいじょうぶか！？」	「オレたちは・・・　なにを　していたんだ・・・？」
zh_txt_73c843aa_000094_0002	txt_73c843aa_000094_0002	message	msg/fld/evt/022.m	0x94	2	81 75 83 49 83 8c 82 bd 82 bf 82 cd 81 45 81 45 81 45 81 40 82 c8 82 c9 82 f0 81 40 82 b5 82 c4 82 a2 82 bd 82 f1 82 be 81 45 81 45 81 45 81 48 81 76 03 00	「オレたちは・・・　なにを　していたんだ・・・？」	我们…… 刚才在做什么……？            		translated_aligned	ok	yes			52	2	「う～ん・・・　あれ　ナルト・・・？」	「幻術で　あやつられてたんだよ」
zh_txt_73c843aa_0000DC_0003	txt_73c843aa_0000DC_0003	message	msg/fld/evt/022.m	0xDC	3	81 75 8c b6 8f 70 82 c5 81 40 82 a0 82 e2 82 c2 82 e7 82 ea 82 c4 82 bd 82 f1 82 be 82 e6 81 76 03 00	「幻術で　あやつられてたんだよ」	被幻术操纵了。             		translated_aligned	ok	yes			34	3	「オレたちは・・・　なにを　していたんだ・・・？」	「そういえば　とつぜん　おかしな　れんちゅうが{CTRL_0001}あらわれて・・・」
zh_txt_73c843aa_000112_0004	txt_73c843aa_000112_0004	message	msg/fld/evt/022.m	0x112	4	81 75 82 bb 82 a4 82 a2 82 a6 82 ce 81 40 82 c6 82 c2 82 ba 82 f1 81 40 82 a8 82 a9 82 b5 82 c8 81 40 82 ea 82 f1 82 bf 82 e3 82 a4 82 aa 01 00 82 a0 82 e7 82 ed 82 ea 82 c4 81 45 81 45 81 45 81 76 03 00	「そういえば　とつぜん　おかしな　れんちゅうが{CTRL_0001}あらわれて・・・」	这么说来，突然有一群奇怪的家伙{CTRL_0001}出现……         	CTRL_0001	translated_aligned	ok	yes			68	4	「幻術で　あやつられてたんだよ」	「・・・それから　あとのことは　なにも　おぼえてない」
zh_txt_73c843aa_000164_0005	txt_73c843aa_000164_0005	message	msg/fld/evt/022.m	0x164	5	81 75 81 45 81 45 81 45 82 bb 82 ea 82 a9 82 e7 81 40 82 a0 82 c6 82 cc 82 b1 82 c6 82 cd 81 40 82 c8 82 c9 82 e0 81 40 82 a8 82 da 82 a6 82 c4 82 c8 82 a2 81 76 03 00	「・・・それから　あとのことは　なにも　おぼえてない」	……之后的事情，我什么都不记得了        		translated_aligned	ok	yes			56	5	「そういえば　とつぜん　おかしな　れんちゅうが{CTRL_0001}あらわれて・・・」	「ヒナタは　どうしたんだってばよ？」
zh_txt_73c843aa_0001B2_0006	txt_73c843aa_0001B2_0006	message	msg/fld/evt/022.m	0x1B2	6	81 75 83 71 83 69 83 5e 82 cd 81 40 82 c7 82 a4 82 b5 82 bd 82 f1 82 be 82 c1 82 c4 82 ce 82 e6 81 48 81 76 03 00	「ヒナタは　どうしたんだってばよ？」	雏田怎么样了说！              		translated_aligned	ok	yes			38	6	「・・・それから　あとのことは　なにも　おぼえてない」	「３にんで　こっから　すこし　上に　いったところまでは{CTRL_0001}おぼえてるんだがなァ・・・」
zh_txt_73c843aa_0001EC_0007	txt_73c843aa_0001EC_0007	message	msg/fld/evt/022.m	0x1EC	7	81 75 82 52 82 c9 82 f1 82 c5 81 40 82 b1 82 c1 82 a9 82 e7 81 40 82 b7 82 b1 82 b5 81 40 8f e3 82 c9 81 40 82 a2 82 c1 82 bd 82 c6 82 b1 82 eb 82 dc 82 c5 82 cd 01 00 82 a8 82 da 82 a6 82 c4 82 e9 82 f1 82 be 82 aa 82 c8 83 40 81 45 81 45 81 45 81 76 03 00	「３にんで　こっから　すこし　上に　いったところまでは{CTRL_0001}おぼえてるんだがなァ・・・」	我们三个从这里稍微往上走了一点的地方{CTRL_0001}还记得的啦……         	CTRL_0001	translated_aligned	ok	yes			86	7	「ヒナタは　どうしたんだってばよ？」	「おそらく・・・{CTRL_0101}2{CTRL_8100}@ヤツらに　つかまっている」
zh_txt_73c843aa_000258_0008	txt_73c843aa_000258_0008	message	msg/fld/evt/022.m	0x258	8	81 75 82 a8 82 bb 82 e7 82 ad 81 45 81 45 81 45 01 01 32 00 81 40 83 84 83 63 82 e7 82 c9 81 40 82 c2 82 a9 82 dc 82 c1 82 c4 82 a2 82 e9 81 76 03 00	「おそらく・・・{CTRL_0101}2{CTRL_8100}@ヤツらに　つかまっている」	恐怕……{CTRL_0101}2{CTRL_8100}@被那些家伙抓住了        	CTRL_0101 CTRL_8100	translated_aligned	ok	yes			50	8	「３にんで　こっから　すこし　上に　いったところまでは{CTRL_0001}おぼえてるんだがなァ・・・」	「だったら　すぐに　みんなで　たすけに　いくってばよ！」
zh_txt_73c843aa_0002A0_0009	txt_73c843aa_0002A0_0009	message	msg/fld/evt/022.m	0x2A0	9	81 75 82 be 82 c1 82 bd 82 e7 81 40 82 b7 82 ae 82 c9 81 40 82 dd 82 f1 82 c8 82 c5 81 40 82 bd 82 b7 82 af 82 c9 81 40 82 a2 82 ad 82 c1 82 c4 82 ce 82 e6 81 49 81 76 03 00	「だったら　すぐに　みんなで　たすけに　いくってばよ！」	那大家一起去救她说！                            		translated_aligned	ok	yes			58	9	「おそらく・・・{CTRL_0101}2{CTRL_8100}@ヤツらに　つかまっている」	「おう！」
zh_txt_73c843aa_0002F0_0010	txt_73c843aa_0002F0_0010	message	msg/fld/evt/022.m	0x2F0	10	81 75 82 a8 82 a4 81 49 81 76 03 00	「おう！」	好！      		translated_aligned	ok	yes			12	10	「だったら　すぐに　みんなで　たすけに　いくってばよ！」	キバが　なかまに　なった！
zh_txt_73c843aa_00030E_0011	txt_73c843aa_00030E_0011	message	msg/fld/evt/022.m	0x30E	11	83 4c 83 6f 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 81 40 82 c8 82 c1 82 bd 81 49 03 00	キバが　なかまに　なった！	牙成为了同伴！       		translated_aligned	ok	yes			28	11	「おう！」	シノが　なかまに　なった！
zh_txt_73c843aa_000332_0012	txt_73c843aa_000332_0012	message	msg/fld/evt/022.m	0x332	12	83 56 83 6d 82 aa 81 40 82 c8 82 a9 82 dc 82 c9 81 40 82 c8 82 c1 82 bd 81 49 03 00	シノが　なかまに　なった！	志乃成为了伙伴！    		translated_aligned	ok	yes			28	12	キバが　なかまに　なった！	「ナルトくん！」
