id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_c94c74c7_00001A_0000	txt_c94c74c7_00001A_0000	message	msg/eiga/msg_eiga_fail.msg	0x1A	0	81 75 83 43 83 56 83 56 81 49 81 40 83 49 83 8c 82 c1 82 c4 82 ce 01 00 82 be 82 a2 82 a9 82 c2 82 e2 82 ad 82 be 82 c1 82 c4 82 ce 82 e6 81 49 81 76 03 00	「イシシ！　オレってば{CTRL_0001}だいかつやくだってばよ！」	「嘻嘻！我这次{CTRL_0001}可是大显身手啦！」  	CTRL_0001	translated_aligned	tight	yes			52	0	「・・・・・・ふぅ　あぶなかった」	「・・・・・・・・・・・・フン」
zh_txt_c94c74c7_000064_0001	txt_c94c74c7_000064_0001	message	msg/eiga/msg_eiga_fail.msg	0x64	1	81 75 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 83 74 83 93 81 76 03 00	「・・・・・・・・・・・・フン」	「……哼」                   		translated_aligned	ok	yes			34	1	「イシシ！　オレってば{CTRL_0001}だいかつやくだってばよ！」	「たまにはこうして　いきぬきしないとね！」
zh_txt_c94c74c7_00009C_0002	txt_c94c74c7_00009C_0002	message	msg/eiga/msg_eiga_fail.msg	0x9C	2	81 75 82 bd 82 dc 82 c9 82 cd 82 b1 82 a4 82 b5 82 c4 81 40 82 a2 82 ab 82 ca 82 ab 82 b5 82 c8 82 a2 82 c6 82 cb 81 49 81 76 03 00	「たまにはこうして　いきぬきしないとね！」	「偶尔也得这样放松一下嘛！」  		translated_aligned	tight	yes			44	2	「・・・・・・・・・・・・フン」	「ふぁ～あ・・・{CTRL_0001}くれェし　よくねれたぜ・・・」
zh_txt_c94c74c7_0000DE_0003	txt_c94c74c7_0000DE_0003	message	msg/eiga/msg_eiga_fail.msg	0xDE	3	81 75 82 d3 82 9f 81 60 82 a0 81 45 81 45 81 45 01 00 82 ad 82 ea 83 46 82 b5 81 40 82 e6 82 ad 82 cb 82 ea 82 bd 82 ba 81 45 81 45 81 45 81 76 03 00	「ふぁ～あ・・・{CTRL_0001}くれェし　よくねれたぜ・・・」	「哈啊……{CTRL_0001}睡得真舒服……」         	CTRL_0001	translated_aligned	ok	yes			50	3	「たまにはこうして　いきぬきしないとね！」	「えいがといえば　ポップコーンだよね！{CTRL_0001}バリバリバリバリ・・・・・・」
zh_txt_c94c74c7_000126_0004	txt_c94c74c7_000126_0004	message	msg/eiga/msg_eiga_fail.msg	0x126	4	81 75 82 a6 82 a2 82 aa 82 c6 82 a2 82 a6 82 ce 81 40 83 7c 83 62 83 76 83 52 81 5b 83 93 82 be 82 e6 82 cb 81 49 01 00 83 6f 83 8a 83 6f 83 8a 83 6f 83 8a 83 6f 83 8a 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「えいがといえば　ポップコーンだよね！{CTRL_0001}バリバリバリバリ・・・・・・」	「说到电影就得吃爆米花！{CTRL_0001}咔嚓咔嚓……」             	CTRL_0001	translated_aligned	ok	yes			72	4	「ふぁ～あ・・・{CTRL_0001}くれェし　よくねれたぜ・・・」	「けっこう　おもしろいじゃない{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」
zh_txt_c94c74c7_000184_0005	txt_c94c74c7_000184_0005	message	msg/eiga/msg_eiga_fail.msg	0x184	5	81 75 82 af 82 c1 82 b1 82 a4 81 40 82 a8 82 e0 82 b5 82 eb 82 a2 82 b6 82 e1 82 c8 82 a2 03 01 01 00 81 f4 03 01 00 00 81 76 03 00	「けっこう　おもしろいじゃない{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」	「挺有意思的嘛{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」         	CTRL_0103 CTRL_0001 CTRL_0103 CTRL_0000	translated_aligned	ok	yes			44	5	「えいがといえば　ポップコーンだよね！{CTRL_0001}バリバリバリバリ・・・・・・」	「あかまる　しずかにしてろよ・・・{CTRL_0001}えいがかんにいれちゃ　ダメらしいからな」
zh_txt_c94c74c7_0001C6_0006	txt_c94c74c7_0001C6_0006	message	msg/eiga/msg_eiga_fail.msg	0x1C6	6	81 75 82 a0 82 a9 82 dc 82 e9 81 40 82 b5 82 b8 82 a9 82 c9 82 b5 82 c4 82 eb 82 e6 81 45 81 45 81 45 01 00 82 a6 82 a2 82 aa 82 a9 82 f1 82 c9 82 a2 82 ea 82 bf 82 e1 81 40 83 5f 83 81 82 e7 82 b5 82 a2 82 a9 82 e7 82 c8 81 76 03 00	「あかまる　しずかにしてろよ・・・{CTRL_0001}えいがかんにいれちゃ　ダメらしいからな」	「赤丸，安静点……{CTRL_0001}听说不能带进电影院。」                	CTRL_0001	translated_aligned	ok	yes			78	6	「けっこう　おもしろいじゃない{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」	「えいがは　いい・・・・・・{CTRL_0001}なぜなら　たのしいじかんを　すごせるからだ・・・」
zh_txt_c94c74c7_00022A_0007	txt_c94c74c7_00022A_0007	message	msg/eiga/msg_eiga_fail.msg	0x22A	7	81 75 82 a6 82 a2 82 aa 82 cd 81 40 82 a2 82 a2 81 45 81 45 81 45 81 45 81 45 81 45 01 00 82 c8 82 ba 82 c8 82 e7 81 40 82 bd 82 cc 82 b5 82 a2 82 b6 82 a9 82 f1 82 f0 81 40 82 b7 82 b2 82 b9 82 e9 82 a9 82 e7 82 be 81 45 81 45 81 45 81 76 03 00	「えいがは　いい・・・・・・{CTRL_0001}なぜなら　たのしいじかんを　すごせるからだ・・・」	「电影很好……{CTRL_0001}因为能度过快乐的时光……」                    	CTRL_0001	translated_aligned	ok	yes			82	7	「あかまる　しずかにしてろよ・・・{CTRL_0001}えいがかんにいれちゃ　ダメらしいからな」	「え・・・・・・　えいががんって・・・{CTRL_0001}な・・・なにか・・・おちつかないな・・・」
zh_txt_c94c74c7_000292_0008	txt_c94c74c7_000292_0008	message	msg/eiga/msg_eiga_fail.msg	0x292	8	81 75 82 a6 81 45 81 45 81 45 81 45 81 45 81 45 81 40 82 a6 82 a2 82 aa 82 aa 82 f1 82 c1 82 c4 81 45 81 45 81 45 01 00 82 c8 81 45 81 45 81 45 82 c8 82 c9 82 a9 81 45 81 45 81 45 82 a8 82 bf 82 c2 82 a9 82 c8 82 a2 82 c8 81 45 81 45 81 45 81 76 03 00	「え・・・・・・　えいががんって・・・{CTRL_0001}な・・・なにか・・・おちつかないな・・・」	「电……电影院里……{CTRL_0001}总……总觉得……静不下来……」       	CTRL_0001	translated_aligned	ok	yes			84	8	「えいがは　いい・・・・・・{CTRL_0001}なぜなら　たのしいじかんを　すごせるからだ・・・」	「フッ・・・・・・{CTRL_0001}なかなか　あつくなるものがあるな・・・」
zh_txt_c94c74c7_0002FC_0009	txt_c94c74c7_0002FC_0009	message	msg/eiga/msg_eiga_fail.msg	0x2FC	9	81 75 83 74 83 62 81 45 81 45 81 45 81 45 81 45 81 45 01 00 82 c8 82 a9 82 c8 82 a9 81 40 82 a0 82 c2 82 ad 82 c8 82 e9 82 e0 82 cc 82 aa 82 a0 82 e9 82 c8 81 45 81 45 81 45 81 76 03 00	「フッ・・・・・・{CTRL_0001}なかなか　あつくなるものがあるな・・・」	「呵……{CTRL_0001}还真让人热血沸腾啊……」            	CTRL_0001	translated_aligned	ok	yes			62	9	「え・・・・・・　えいががんって・・・{CTRL_0001}な・・・なにか・・・おちつかないな・・・」	「たまには　いきぬきもひつようですよね！」
zh_txt_c94c74c7_000350_0010	txt_c94c74c7_000350_0010	message	msg/eiga/msg_eiga_fail.msg	0x350	10	81 75 82 bd 82 dc 82 c9 82 cd 81 40 82 a2 82 ab 82 ca 82 ab 82 e0 82 d0 82 c2 82 e6 82 a4 82 c5 82 b7 82 e6 82 cb 81 49 81 76 03 00	「たまには　いきぬきもひつようですよね！」	「偶尔也需要放松一下呢！」     		translated_aligned	tight	yes			44	10	「フッ・・・・・・{CTRL_0001}なかなか　あつくなるものがあるな・・・」	「ま　たまには　こういうのもいいわね」
zh_txt_c94c74c7_000392_0011	txt_c94c74c7_000392_0011	message	msg/eiga/msg_eiga_fail.msg	0x392	11	81 75 82 dc 81 40 82 bd 82 dc 82 c9 82 cd 81 40 82 b1 82 a4 82 a2 82 a4 82 cc 82 e0 82 a2 82 a2 82 ed 82 cb 81 76 03 00	「ま　たまには　こういうのもいいわね」	「嗯，偶尔这样也不错」       		translated_aligned	ok	yes			40	11	「たまには　いきぬきもひつようですよね！」	「・・・・・・・・・・・・・・・・・・」
zh_txt_c94c74c7_0003D0_0012	txt_c94c74c7_0003D0_0012	message	msg/eiga/msg_eiga_fail.msg	0x3D0	12	81 75 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 45 81 76 03 00	「・・・・・・・・・・・・・・・・・・」	「…………」                        		translated_aligned	ok	yes			42	12	「ま　たまには　こういうのもいいわね」	「おもっていたより　いいデキじゃないか」
zh_txt_c94c74c7_000410_0013	txt_c94c74c7_000410_0013	message	msg/eiga/msg_eiga_fail.msg	0x410	13	81 75 82 a8 82 e0 82 c1 82 c4 82 a2 82 bd 82 e6 82 e8 81 40 82 a2 82 a2 83 66 83 4c 82 b6 82 e1 82 c8 82 a2 82 a9 81 76 03 00	「おもっていたより　いいデキじゃないか」	「比想的还不错嘛」               		translated_aligned	ok	yes			42	13	「・・・・・・・・・・・・・・・・・・」	「けっこう　おもしれーじゃん？」
zh_txt_c94c74c7_000450_0014	txt_c94c74c7_000450_0014	message	msg/eiga/msg_eiga_fail.msg	0x450	14	81 75 82 af 82 c1 82 b1 82 a4 81 40 82 a8 82 e0 82 b5 82 ea 81 5b 82 b6 82 e1 82 f1 81 48 81 76 03 00	「けっこう　おもしれーじゃん？」	「还挺有意思嘛？」       		translated_aligned	ok	yes			34	14	「おもっていたより　いいデキじゃないか」	「おもしろいが　イチャパラには　まけるのォ・・・」
zh_txt_c94c74c7_000488_0015	txt_c94c74c7_000488_0015	message	msg/eiga/msg_eiga_fail.msg	0x488	15	81 75 82 a8 82 e0 82 b5 82 eb 82 a2 82 aa 81 40 83 43 83 60 83 83 83 70 83 89 82 c9 82 cd 81 40 82 dc 82 af 82 e9 82 cc 83 48 81 45 81 45 81 45 81 76 03 00	「おもしろいが　イチャパラには　まけるのォ・・・」	「有意思，但比不上亲热天堂啊……」 		translated_aligned	tight	yes			52	15	「けっこう　おもしれーじゃん？」	「しごとをサボってみる{CTRL_0001}えいがは　さいこーだねぇ！」
zh_txt_c94c74c7_0004D2_0016	txt_c94c74c7_0004D2_0016	message	msg/eiga/msg_eiga_fail.msg	0x4D2	16	81 75 82 b5 82 b2 82 c6 82 f0 83 54 83 7b 82 c1 82 c4 82 dd 82 e9 01 00 82 a6 82 a2 82 aa 82 cd 81 40 82 b3 82 a2 82 b1 81 5b 82 be 82 cb 82 a5 81 49 81 76 03 00	「しごとをサボってみる{CTRL_0001}えいがは　さいこーだねぇ！」	「翘班看的{CTRL_0001}电影最棒啦！」                	CTRL_0001	translated_aligned	ok	yes			54	16	「おもしろいが　イチャパラには　まけるのォ・・・」	「ククク・・・　よくデキてるじゃない・・・・・・」
