id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_a5bea87f_000008_0000	txt_a5bea87f_000008_0000	message	msg/fld/022.m	0x8	0	81 75 82 b9 82 f1 82 c6 82 a4 82 bf 82 e3 82 a4 81 40 82 b6 82 d4 82 f1 82 cc 81 40 82 a2 82 bf 82 f0 81 40 01 00 82 c4 82 ab 82 c6 82 a4 82 c9 81 40 82 ab 82 df 82 c4 82 a2 82 c8 82 a2 81 49 81 48 81 76 03 00	「せんとうちゅう　じぶんの　いちを　{CTRL_0001}てきとうに　きめていない！？」		CTRL_0001	pending_translation	unknown	yes			70	0	はい{CTRL_0001}いいえ{CTRL_0006}{CTRL_0000}{CTRL_0008}{CTRL_0000}h{CTRL_0001}{CTRL_C200}{CTRL_0001}{CTRL_4E00}{CTRL_0002}{CTRL_FE00}{CTRL_0002}{CTRL_7A00}	「ぜんえいは　てきに　あたえるダメージが　たかくなるけど{CTRL_0001}てきから　うけるダメージも　たかくなるわ！」
zh_txt_a5bea87f_000050_0001	txt_a5bea87f_000050_0001	message	msg/fld/022.m	0x50	1	81 75 82 ba 82 f1 82 a6 82 a2 82 cd 81 40 82 c4 82 ab 82 c9 81 40 82 a0 82 bd 82 a6 82 e9 83 5f 83 81 81 5b 83 57 82 aa 81 40 82 bd 82 a9 82 ad 82 c8 82 e9 82 af 82 c7 01 00 82 c4 82 ab 82 a9 82 e7 81 40 82 a4 82 af 82 e9 83 5f 83 81 81 5b 83 57 82 e0 81 40 82 bd 82 a9 82 ad 82 c8 82 e9 82 ed 81 49 81 76 03 00	「ぜんえいは　てきに　あたえるダメージが　たかくなるけど{CTRL_0001}てきから　うけるダメージも　たかくなるわ！」		CTRL_0001	pending_translation	unknown	yes			104	1	「せんとうちゅう　じぶんの　いちを　{CTRL_0001}てきとうに　きめていない！？」	「こうえいは　てきに　あたえるダメージが　ひくくなるけど{CTRL_0001}てきから　うけるダメージも　ひくくなるわよ！」
zh_txt_a5bea87f_0000BA_0002	txt_a5bea87f_0000BA_0002	message	msg/fld/022.m	0xBA	2	81 75 82 b1 82 a4 82 a6 82 a2 82 cd 81 40 82 c4 82 ab 82 c9 81 40 82 a0 82 bd 82 a6 82 e9 83 5f 83 81 81 5b 83 57 82 aa 81 40 82 d0 82 ad 82 ad 82 c8 82 e9 82 af 82 c7 01 00 82 c4 82 ab 82 a9 82 e7 81 40 82 a4 82 af 82 e9 83 5f 83 81 81 5b 83 57 82 e0 81 40 82 d0 82 ad 82 ad 82 c8 82 e9 82 ed 82 e6 81 49 81 76 03 00	「こうえいは　てきに　あたえるダメージが　ひくくなるけど{CTRL_0001}てきから　うけるダメージも　ひくくなるわよ！」		CTRL_0001	pending_translation	unknown	yes			106	2	「ぜんえいは　てきに　あたえるダメージが　たかくなるけど{CTRL_0001}てきから　うけるダメージも　たかくなるわ！」	「ちゅうえいは　てきに　あたえるダメージも{CTRL_0001}てきから　うけるダメージも　へいきんてきよ！」
zh_txt_a5bea87f_000126_0003	txt_a5bea87f_000126_0003	message	msg/fld/022.m	0x126	3	81 75 82 bf 82 e3 82 a4 82 a6 82 a2 82 cd 81 40 82 c4 82 ab 82 c9 81 40 82 a0 82 bd 82 a6 82 e9 83 5f 83 81 81 5b 83 57 82 e0 01 00 82 c4 82 ab 82 a9 82 e7 81 40 82 a4 82 af 82 e9 83 5f 83 81 81 5b 83 57 82 e0 81 40 82 d6 82 a2 82 ab 82 f1 82 c4 82 ab 82 e6 81 49 81 76 03 00	「ちゅうえいは　てきに　あたえるダメージも{CTRL_0001}てきから　うけるダメージも　へいきんてきよ！」		CTRL_0001	pending_translation	unknown	yes			92	3	「こうえいは　てきに　あたえるダメージが　ひくくなるけど{CTRL_0001}てきから　うけるダメージも　ひくくなるわよ！」	「{CTRL_0103}{CTRL_0002}忍術（にんじゅつ）{CTRL_0103}{CTRL_0000}は　術のはんいが　ひろくて{CTRL_0001}きょうりょくな術が　おおいが」
zh_txt_a5bea87f_000186_0004	txt_a5bea87f_000186_0004	message	msg/fld/022.m	0x186	4	81 75 03 01 02 00 94 45 8f 70 81 69 82 c9 82 f1 82 b6 82 e3 82 c2 81 6a 03 01 00 00 82 cd 81 40 8f 70 82 cc 82 cd 82 f1 82 a2 82 aa 81 40 82 d0 82 eb 82 ad 82 c4 01 00 82 ab 82 e5 82 a4 82 e8 82 e5 82 ad 82 c8 8f 70 82 aa 81 40 82 a8 82 a8 82 a2 82 aa 81 76 03 00	「{CTRL_0103}{CTRL_0002}忍術（にんじゅつ）{CTRL_0103}{CTRL_0000}は　術のはんいが　ひろくて{CTRL_0001}きょうりょくな術が　おおいが」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes			88	4	「ちゅうえいは　てきに　あたえるダメージも{CTRL_0001}てきから　うけるダメージも　へいきんてきよ！」	「{CTRL_0103}{CTRL_0002}術封じ（じゅつふうじ）{CTRL_0103}{CTRL_0000}じょうたいになると{CTRL_0001}つかうことが　できなくなるぞ！」
zh_txt_a5bea87f_0001E0_0005	txt_a5bea87f_0001E0_0005	message	msg/fld/022.m	0x1E0	5	81 75 03 01 02 00 8f 70 95 95 82 b6 81 69 82 b6 82 e3 82 c2 82 d3 82 a4 82 b6 81 6a 03 01 00 00 82 b6 82 e5 82 a4 82 bd 82 a2 82 c9 82 c8 82 e9 82 c6 01 00 82 c2 82 a9 82 a4 82 b1 82 c6 82 aa 81 40 82 c5 82 ab 82 c8 82 ad 82 c8 82 e9 82 bc 81 49 81 76 03 00	「{CTRL_0103}{CTRL_0002}術封じ（じゅつふうじ）{CTRL_0103}{CTRL_0000}じょうたいになると{CTRL_0001}つかうことが　できなくなるぞ！」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes			86	5	「{CTRL_0103}{CTRL_0002}忍術（にんじゅつ）{CTRL_0103}{CTRL_0000}は　術のはんいが　ひろくて{CTRL_0001}きょうりょくな術が　おおいが」	「それにたいし　{CTRL_0103}{CTRL_0002}体術（たいじゅつ）{CTRL_0103}{CTRL_0000}は{CTRL_0001}術封じ　じょうたいに　なっても　しようできるぞ！」
zh_txt_a5bea87f_000238_0006	txt_a5bea87f_000238_0006	message	msg/fld/022.m	0x238	6	81 75 82 bb 82 ea 82 c9 82 bd 82 a2 82 b5 81 40 03 01 02 00 91 cc 8f 70 81 69 82 bd 82 a2 82 b6 82 e3 82 c2 81 6a 03 01 00 00 82 cd 01 00 8f 70 95 95 82 b6 81 40 82 b6 82 e5 82 a4 82 bd 82 a2 82 c9 81 40 82 c8 82 c1 82 c4 82 e0 81 40 82 b5 82 e6 82 a4 82 c5 82 ab 82 e9 82 bc 81 49 81 76 03 00	「それにたいし　{CTRL_0103}{CTRL_0002}体術（たいじゅつ）{CTRL_0103}{CTRL_0000}は{CTRL_0001}術封じ　じょうたいに　なっても　しようできるぞ！」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes			98	6	「{CTRL_0103}{CTRL_0002}術封じ（じゅつふうじ）{CTRL_0103}{CTRL_0000}じょうたいになると{CTRL_0001}つかうことが　できなくなるぞ！」	「ただし！　変わり身の術などで{CTRL_0001}よけられやすいから　きをつけるんだな！」
zh_txt_a5bea87f_00029C_0007	txt_a5bea87f_00029C_0007	message	msg/fld/022.m	0x29C	7	81 75 82 bd 82 be 82 b5 81 49 81 40 95 cf 82 ed 82 e8 90 67 82 cc 8f 70 82 c8 82 c7 82 c5 01 00 82 e6 82 af 82 e7 82 ea 82 e2 82 b7 82 a2 82 a9 82 e7 81 40 82 ab 82 f0 82 c2 82 af 82 e9 82 f1 82 be 82 c8 81 49 81 76 03 00	「ただし！　変わり身の術などで{CTRL_0001}よけられやすいから　きをつけるんだな！」		CTRL_0001	pending_translation	unknown	yes			74	7	「それにたいし　{CTRL_0103}{CTRL_0002}体術（たいじゅつ）{CTRL_0103}{CTRL_0000}は{CTRL_0001}術封じ　じょうたいに　なっても　しようできるぞ！」	「{CTRL_0103}{CTRL_0002}ぼうぎょけいの術（じゅつ）{CTRL_0103}{CTRL_0000}を{CTRL_0001}ゆうこうに　つかっているかい？」
zh_txt_a5bea87f_0002EA_0008	txt_a5bea87f_0002EA_0008	message	msg/fld/022.m	0x2EA	8	81 75 03 01 02 00 82 da 82 a4 82 ac 82 e5 82 af 82 a2 82 cc 8f 70 81 69 82 b6 82 e3 82 c2 81 6a 03 01 00 00 82 f0 01 00 82 e4 82 a4 82 b1 82 a4 82 c9 81 40 82 c2 82 a9 82 c1 82 c4 82 a2 82 e9 82 a9 82 a2 81 48 81 76 03 00	「{CTRL_0103}{CTRL_0002}ぼうぎょけいの術（じゅつ）{CTRL_0103}{CTRL_0000}を{CTRL_0001}ゆうこうに　つかっているかい？」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes			74	8	「ただし！　変わり身の術などで{CTRL_0001}よけられやすいから　きをつけるんだな！」	「{CTRL_0103}{CTRL_0002}変わり身の術{CTRL_0103}{CTRL_0000}は　てきの　こうげきや{CTRL_0001}体術（たいじゅつ）を　かわせるように　なるぞ！」
zh_txt_a5bea87f_000336_0009	txt_a5bea87f_000336_0009	message	msg/fld/022.m	0x336	9	81 75 03 01 02 00 95 cf 82 ed 82 e8 90 67 82 cc 8f 70 03 01 00 00 82 cd 81 40 82 c4 82 ab 82 cc 81 40 82 b1 82 a4 82 b0 82 ab 82 e2 01 00 91 cc 8f 70 81 69 82 bd 82 a2 82 b6 82 e3 82 c2 81 6a 82 f0 81 40 82 a9 82 ed 82 b9 82 e9 82 e6 82 a4 82 c9 81 40 82 c8 82 e9 82 bc 81 49 81 76 03 00	「{CTRL_0103}{CTRL_0002}変わり身の術{CTRL_0103}{CTRL_0000}は　てきの　こうげきや{CTRL_0001}体術（たいじゅつ）を　かわせるように　なるぞ！」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes			96	9	「{CTRL_0103}{CTRL_0002}ぼうぎょけいの術（じゅつ）{CTRL_0103}{CTRL_0000}を{CTRL_0001}ゆうこうに　つかっているかい？」	「{CTRL_0103}{CTRL_0002}回天（かいてん）{CTRL_0103}{CTRL_0000}や　{CTRL_0103}{CTRL_0002}はりじぞう{CTRL_0103}{CTRL_0000}は{CTRL_0001}こうげきを　むこうに　するだけでなく」
